starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 16 13:02:04 2018	1523905324	0	49	49	49
Mon Apr 16 13:02:07 2018	1523905327	0	49	49	48
Mon Apr 16 13:02:08 2018	1523905328	0	49	49	49
Mon Apr 16 13:02:07 2018	1523905327	0	49	49	49
Mon Apr 16 13:02:06 2018	1523905326	0	50	50	50
Mon Apr 16 13:02:04 2018	1523905324	0	50	50	50
Mon Apr 16 13:02:05 2018	1523905325	0	50	50	50
Mon Apr 16 13:02:07 2018	1523905327	0	50	50	50
Mon Apr 16 13:02:03 2018	1523905323	0	50	50	50
Mon Apr 16 13:02:07 2018	1523905327	0	50	50	50
Mon Apr 16 13:02:06 2018	1523905326	0	50	50	50
Mon Apr 16 13:02:05 2018	1523905325	0	50	50	50
Mon Apr 16 13:02:03 2018	1523905323	0	50	50	50
Mon Apr 16 13:02:05 2018	1523905325	1	49	50	49
Mon Apr 16 13:02:07 2018	1523905327	0	50	50	50
Mon Apr 16 13:02:06 2018	1523905326	0	50	50	50
Mon Apr 16 13:02:04 2018	1523905324	1	50	51	50
Mon Apr 16 13:02:03 2018	1523905323	0	51	51	51
Mon Apr 16 13:02:07 2018	1523905327	0	51	51	51
Mon Apr 16 13:02:04 2018	1523905324	0	51	51	51
Mon Apr 16 13:02:03 2018	1523905323	1	50	51	50
Mon Apr 16 13:02:03 2018	1523905323	1	50	51	50
Mon Apr 16 13:02:03 2018	1523905323	0	51	51	51
Mon Apr 16 13:02:07 2018	1523905327	0	51	51	51
Mon Apr 16 13:02:04 2018	1523905324	0	51	51	51
Mon Apr 16 13:02:07 2018	1523905327	0	51	51	51
Mon Apr 16 13:02:03 2018	1523905323	0	51	51	51
Mon Apr 16 13:02:02 2018	1523905322	0	51	51	51
Mon Apr 16 13:02:07 2018	1523905327	1	50	51	50
Mon Apr 16 13:02:07 2018	1523905327	0	51	51	51
Mon Apr 16 13:02:08 2018	1523905328	0	52	52	52
Mon Apr 16 13:02:04 2018	1523905324	0	52	52	52
Mon Apr 16 13:02:05 2018	1523905325	0	52	52	52
Mon Apr 16 13:02:06 2018	1523905326	0	52	52	52
Mon Apr 16 13:02:05 2018	1523905325	0	52	52	52
Mon Apr 16 13:02:03 2018	1523905323	0	52	52	52
Mon Apr 16 13:02:06 2018	1523905326	0	52	52	52
Mon Apr 16 13:02:05 2018	1523905325	0	52	52	52
Mon Apr 16 13:02:03 2018	1523905323	0	52	52	52
Mon Apr 16 13:02:05 2018	1523905325	1	51	52	51
Mon Apr 16 13:02:06 2018	1523905326	1	52	53	52
Mon Apr 16 13:02:04 2018	1523905324	0	53	53	53
Mon Apr 16 13:02:04 2018	1523905324	0	53	53	53
Mon Apr 16 13:02:04 2018	1523905324	0	53	53	53
Mon Apr 16 13:02:05 2018	1523905325	0	53	53	53
Mon Apr 16 13:02:07 2018	1523905327	0	53	53	52
Mon Apr 16 13:02:04 2018	1523905324	0	53	53	53
Mon Apr 16 13:02:06 2018	1523905326	1	53	54	53
Mon Apr 16 13:02:06 2018	1523905326	0	54	54	54
Mon Apr 16 13:02:04 2018	1523905324	0	54	54	54
Mon Apr 16 13:02:06 2018	1523905326	0	54	54	54
Mon Apr 16 13:02:03 2018	1523905323	0	54	54	54
Mon Apr 16 13:02:06 2018	1523905326	1	53	54	53
Mon Apr 16 13:02:06 2018	1523905326	0	54	54	54
Mon Apr 16 13:02:05 2018	1523905325	0	54	54	54
